"","POB","YEAR","MIN","MAX","MINEXPT","MINAWORK","MINEWORK","NEXTYEAR","BIRTHPL"
"2277","Oregon",1915,"9","15","8","14","NR",1917,41
"2278","Oregon",1916,"9","15","8","14","NR",1917,41
"2279","Oregon",1917,"9","15","6","14","NR",1921,41
"2280","Oregon",1918,"9","15","6","14","NR",1921,41
"2281","Oregon",1919,"9","15","6","14","NR",1921,41
"2282","Oregon",1920,"9","15","6","14","NR",1921,41
"2283","Oregon",1921,"9","16","8","14","8",1924,41
"2284","Oregon",1922,"9","16","8","14","8",1924,41
"2285","Oregon",1923,"9","16","8","14","8",1924,41
"2286","Oregon",1924,"9","16","8","14","8",1929,41
"2287","Oregon",1925,"9","16","8","14","8",1929,41
"2288","Oregon",1926,"9","16","8","14","8",1929,41
"2289","Oregon",1927,"9","16","8","14","8",1929,41
"2290","Oregon",1928,"9","16","8","14","8",1929,41
"2291","Oregon",1929,"9","18","8","14","8",1935,41
"2292","Oregon",1930,"9","18","8","14","8",1935,41
"2293","Oregon",1931,"9","18","8","14","8",1935,41
"2294","Oregon",1932,"9","18","8","14","8",1935,41
"2295","Oregon",1933,"9","18","8","14","8",1935,41
"2296","Oregon",1934,"9","18","8","14","8",1935,41
"2297","Oregon",1935,"7","16","8","14","8",1939,41
"2298","Oregon",1936,"7","16","8","14","8",1939,41
"2299","Oregon",1937,"7","16","8","14","8",1939,41
"2300","Oregon",1938,"7","16","8","14","8",1939,41
"2301","Oregon",1939,"8","16","8","14","8",1946,41
"2302","Oregon",1940,"8","16","8","14","8",1946,41
"2303","Oregon",1941,"8","16","8","14","8",1946,41
"2304","Oregon",1942,"8","16","8","14","8",1946,41
"2305","Oregon",1943,"8","16","8","14","8",1946,41
"2306","Oregon",1944,"8","16","8","14","8",1946,41
"2307","Oregon",1945,"8","16","8","14","8",1946,41
"2308","Oregon",1946,"7","18","12","14","NR",1950,41
"2309","Oregon",1947,"7","18","12","14","NR",1950,41
"2310","Oregon",1948,"7","18","12","14","NR",1950,41
"2311","Oregon",1949,"7","18","12","14","NR",1950,41
"2312","Oregon",1950,"7","16","12","14","NR",1954,41
"2313","Oregon",1951,"7","16","12","14","NR",1954,41
"2314","Oregon",1952,"7","16","12","14","NR",1954,41
"2315","Oregon",1953,"7","16","12","14","NR",1954,41
"2316","Oregon",1954,"7","18","12","14","12",1959,41
"2317","Oregon",1955,"7","18","12","14","12",1959,41
"2318","Oregon",1956,"7","18","12","14","12",1959,41
"2319","Oregon",1957,"7","18","12","14","12",1959,41
"2320","Oregon",1958,"7","18","12","14","12",1959,41
"2321","Oregon",1959,"7","18","12","14","NR",1965,41
"2322","Oregon",1960,"7","18","12","14","NR",1965,41
"2323","Oregon",1961,"7","18","12","14","NR",1965,41
"2324","Oregon",1962,"7","18","12","14","NR",1965,41
"2325","Oregon",1963,"7","18","12","14","NR",1965,41
"2326","Oregon",1964,"7","18","12","14","NR",1965,41
"2327","Oregon",1965,"7","18","12","14","NR",1972,41
"2328","Oregon",1966,"7","18","12","14","NR",1972,41
"2329","Oregon",1967,"7","18","12","14","NR",1972,41
"2330","Oregon",1968,"7","18","12","14","NR",1972,41
"2331","Oregon",1969,"7","18","12","14","NR",1972,41
"2332","Oregon",1970,"7","18","12","14","NR",1972,41
"2333","Oregon",1971,"7","18","12","14","NR",1972,41
"2334","Oregon",1972,"7","18","12","14","NR",1978,41
"2335","Oregon",1973,"7","18","12","14","NR",1978,41
"2336","Oregon",1974,"7","18","12","14","NR",1978,41
"2337","Oregon",1975,"7","18","12","14","NR",1978,41
"2338","Oregon",1976,"7","18","12","14","NR",1978,41
"2339","Oregon",1977,"7","18","12","14","NR",1978,41
"2340","Oregon",1978,"7","18","12","14","NR",1979,41
"2341","Pennsylv",1914,"8","16","NR","14","NR",1917,42
"2342","Pennsylv",1915,"8","16","NR","14","NR",1917,42
"2343","Pennsylv",1916,"8","16","NR","14","NR",1917,42
"2344","Pennsylv",1917,"8","16","NR","14","NR",1921,42
"2345","Pennsylv",1918,"8","16","NR","14","NR",1921,42
"2346","Pennsylv",1919,"8","16","NR","14","NR",1921,42
"2347","Pennsylv",1920,"8","16","NR","14","NR",1921,42
"2348","Pennsylv",1921,"8","16","NR","14","6",1924,42
"2349","Pennsylv",1922,"8","16","NR","14","6",1924,42
"2350","Pennsylv",1923,"8","16","NR","14","6",1924,42
"2351","Pennsylv",1924,"8","16","6","14","6",1929,42
"2352","Pennsylv",1925,"8","16","6","14","6",1929,42
"2353","Pennsylv",1926,"8","16","6","14","6",1929,42
"2354","Pennsylv",1927,"8","16","6","14","6",1929,42
"2355","Pennsylv",1928,"8","16","6","14","6",1929,42
"2356","Pennsylv",1929,"8","16","6","14","6",1935,42
"2357","Pennsylv",1930,"8","16","6","14","6",1935,42
"2358","Pennsylv",1931,"8","16","6","14","6",1935,42
"2359","Pennsylv",1932,"8","16","6","14","6",1935,42
"2360","Pennsylv",1933,"8","16","6","14","6",1935,42
"2361","Pennsylv",1934,"8","16","6","14","6",1935,42
"2362","Pennsylv",1935,"8","16","6","14","6",1939,42
"2363","Pennsylv",1936,"8","16","6","14","6",1939,42
"2364","Pennsylv",1937,"8","16","6","14","6",1939,42
"2365","Pennsylv",1938,"8","16","6","14","6",1939,42
"2366","Pennsylv",1939,"8","18","6","14","6",1946,42
"2367","Pennsylv",1940,"8","18","6","14","6",1946,42
"2368","Pennsylv",1941,"8","18","6","14","6",1946,42
"2369","Pennsylv",1942,"8","18","6","14","6",1946,42
"2370","Pennsylv",1943,"8","18","6","14","6",1946,42
"2371","Pennsylv",1944,"8","18","6","14","6",1946,42
"2372","Pennsylv",1945,"8","18","6","14","6",1946,42
"2373","Pennsylv",1946,"8","17","12","16","6",1950,42
"2374","Pennsylv",1947,"8","17","12","16","6",1950,42
"2375","Pennsylv",1948,"8","17","12","16","6",1950,42
"2376","Pennsylv",1949,"8","17","12","16","6",1950,42
"2377","Pennsylv",1950,"8","17","12","16","6",1954,42
"2378","Pennsylv",1951,"8","17","12","16","6",1954,42
"2379","Pennsylv",1952,"8","17","12","16","6",1954,42
"2380","Pennsylv",1953,"8","17","12","16","6",1954,42
"2381","Pennsylv",1954,"8","17","12","16","6",1959,42
"2382","Pennsylv",1955,"8","17","12","16","6",1959,42
"2383","Pennsylv",1956,"8","17","12","16","6",1959,42
"2384","Pennsylv",1957,"8","17","12","16","6",1959,42
"2385","Pennsylv",1958,"8","17","12","16","6",1959,42
"2386","Pennsylv",1959,"8","17","12","16","6",1965,42
"2387","Pennsylv",1960,"8","17","12","16","6",1965,42
"2388","Pennsylv",1961,"8","17","12","16","6",1965,42
"2389","Pennsylv",1962,"8","17","12","16","6",1965,42
"2390","Pennsylv",1963,"8","17","12","16","6",1965,42
"2391","Pennsylv",1964,"8","17","12","16","6",1965,42
"2392","Pennsylv",1965,"8","17","12","16","6",1972,42
"2393","Pennsylv",1966,"8","17","12","16","6",1972,42
"2394","Pennsylv",1967,"8","17","12","16","6",1972,42
"2395","Pennsylv",1968,"8","17","12","16","6",1972,42
"2396","Pennsylv",1969,"8","17","12","16","6",1972,42
"2397","Pennsylv",1970,"8","17","12","16","6",1972,42
"2398","Pennsylv",1971,"8","17","12","16","6",1972,42
"2399","Pennsylv",1972,"8","17","12","16","6",1978,42
"2400","Pennsylv",1973,"8","17","12","16","6",1978,42
"2401","Pennsylv",1974,"8","17","12","16","6",1978,42
"2402","Pennsylv",1975,"8","17","12","16","6",1978,42
"2403","Pennsylv",1976,"8","17","12","16","6",1978,42
"2404","Pennsylv",1977,"8","17","12","16","6",1978,42
"2405","Pennsylv",1978,"8","17","12","16","6",1979,42
"2406","RhodeIsl",1914,"7","15","8","14","NR",1917,44
"2407","RhodeIsl",1915,"7","15","8","14","NR",1917,44
"2408","RhodeIsl",1916,"7","15","8","14","NR",1917,44
"2409","RhodeIsl",1917,"8","16","6","14","NR",1921,44
"2410","RhodeIsl",1918,"8","16","6","14","NR",1921,44
"2411","RhodeIsl",1919,"8","16","6","14","NR",1921,44
"2412","RhodeIsl",1920,"8","16","6","14","NR",1921,44
"2413","RhodeIsl",1921,"7","16","8","14","NR",1924,44
"2414","RhodeIsl",1922,"7","16","8","14","NR",1924,44
"2415","RhodeIsl",1923,"7","16","8","14","NR",1924,44
"2416","RhodeIsl",1924,"7","16","8","15","6",1929,44
"2417","RhodeIsl",1925,"7","16","8","15","6",1929,44
"2418","RhodeIsl",1926,"7","16","8","15","6",1929,44
"2419","RhodeIsl",1927,"7","16","8","15","6",1929,44
"2420","RhodeIsl",1928,"7","16","8","15","6",1929,44
"2421","RhodeIsl",1929,"7","16","8","15","8",1935,44
"2422","RhodeIsl",1930,"7","16","8","15","8",1935,44
"2423","RhodeIsl",1931,"7","16","8","15","8",1935,44
"2424","RhodeIsl",1932,"7","16","8","15","8",1935,44
"2425","RhodeIsl",1933,"7","16","8","15","8",1935,44
"2426","RhodeIsl",1934,"7","16","8","15","8",1935,44
"2427","RhodeIsl",1935,"7","16","8","15","8",1939,44
"2428","RhodeIsl",1936,"7","16","8","15","8",1939,44
"2429","RhodeIsl",1937,"7","16","8","15","8",1939,44
"2430","RhodeIsl",1938,"7","16","8","15","8",1939,44
"2431","RhodeIsl",1939,"7","16","8","15","8",1946,44
"2432","RhodeIsl",1940,"7","16","8","15","8",1946,44
"2433","RhodeIsl",1941,"7","16","8","15","8",1946,44
"2434","RhodeIsl",1942,"7","16","8","15","8",1946,44
"2435","RhodeIsl",1943,"7","16","8","15","8",1946,44
"2436","RhodeIsl",1944,"7","16","8","15","8",1946,44
"2437","RhodeIsl",1945,"7","16","8","15","8",1946,44
"2438","RhodeIsl",1946,"7","16","NR","16","NR",1950,44
"2439","RhodeIsl",1947,"7","16","NR","16","NR",1950,44
"2440","RhodeIsl",1948,"7","16","NR","16","NR",1950,44
"2441","RhodeIsl",1949,"7","16","NR","16","NR",1950,44
"2442","RhodeIsl",1950,"7","16","NR","16","NR",1954,44
"2443","RhodeIsl",1951,"7","16","NR","16","NR",1954,44
"2444","RhodeIsl",1952,"7","16","NR","16","NR",1954,44
"2445","RhodeIsl",1953,"7","16","NR","16","NR",1954,44
"2446","RhodeIsl",1954,"7","16","NR","16","NR",1959,44
"2447","RhodeIsl",1955,"7","16","NR","16","NR",1959,44
"2448","RhodeIsl",1956,"7","16","NR","16","NR",1959,44
"2449","RhodeIsl",1957,"7","16","NR","16","NR",1959,44
"2450","RhodeIsl",1958,"7","16","NR","16","NR",1959,44
"2451","RhodeIsl",1959,"7","16","NR","16","NR",1965,44
"2452","RhodeIsl",1960,"7","16","NR","16","NR",1965,44
"2453","RhodeIsl",1961,"7","16","NR","16","NR",1965,44
"2454","RhodeIsl",1962,"7","16","NR","16","NR",1965,44
"2455","RhodeIsl",1963,"7","16","NR","16","NR",1965,44
"2456","RhodeIsl",1964,"7","16","NR","16","NR",1965,44
"2457","RhodeIsl",1965,"7","16","NR","16","NR",1972,44
"2458","RhodeIsl",1966,"7","16","NR","16","NR",1972,44
"2459","RhodeIsl",1967,"7","16","NR","16","NR",1972,44
"2460","RhodeIsl",1968,"7","16","NR","16","NR",1972,44
"2461","RhodeIsl",1969,"7","16","NR","16","NR",1972,44
"2462","RhodeIsl",1970,"7","16","NR","16","NR",1972,44
"2463","RhodeIsl",1971,"7","16","NR","16","NR",1972,44
"2464","RhodeIsl",1972,"7","16","NR","16","NR",1978,44
"2465","RhodeIsl",1973,"7","16","NR","16","NR",1978,44
"2466","RhodeIsl",1974,"7","16","NR","16","NR",1978,44
"2467","RhodeIsl",1975,"7","16","NR","16","NR",1978,44
"2468","RhodeIsl",1976,"7","16","NR","16","NR",1978,44
"2469","RhodeIsl",1977,"7","16","NR","16","NR",1978,44
"2470","RhodeIsl",1978,"7","16","NR","16","NR",1979,44
"2471","SouthCar",1914,"NR","NR","NR","NR","NR",1917,45
"2472","SouthCar",1915,"NR","NR","NR","NR","NR",1917,45
"2473","SouthCar",1916,"NR","NR","NR","NR","NR",1917,45
"2474","SouthCar",1917,"8","16","NR","14","NR",1921,45
"2475","SouthCar",1918,"8","16","NR","14","NR",1921,45
"2476","SouthCar",1919,"8","16","NR","14","NR",1921,45
"2477","SouthCar",1920,"8","16","NR","14","NR",1921,45
"2478","SouthCar",1921,"8","14","NR","14","NR",1924,45
"2479","SouthCar",1922,"8","14","NR","14","NR",1924,45
"2480","SouthCar",1923,"8","14","NR","14","NR",1924,45
"2481","SouthCar",1924,"8","14","NR","14","NR",1929,45
"2482","SouthCar",1925,"8","14","NR","14","NR",1929,45
"2483","SouthCar",1926,"8","14","NR","14","NR",1929,45
"2484","SouthCar",1927,"8","14","NR","14","NR",1929,45
"2485","SouthCar",1928,"8","14","NR","14","NR",1929,45
"2486","SouthCar",1929,"8","14","NR","14","NR",1935,45
"2487","SouthCar",1930,"8","14","NR","14","NR",1935,45
"2488","SouthCar",1931,"8","14","NR","14","NR",1935,45
"2489","SouthCar",1932,"8","14","NR","14","NR",1935,45
"2490","SouthCar",1933,"8","14","NR","14","NR",1935,45
"2491","SouthCar",1934,"8","14","NR","14","NR",1935,45
"2492","SouthCar",1935,"8","14","NR","14","NR",1939,45
"2493","SouthCar",1936,"8","14","NR","14","NR",1939,45
"2494","SouthCar",1937,"8","14","NR","14","NR",1939,45
"2495","SouthCar",1938,"8","14","NR","14","NR",1939,45
"2496","SouthCar",1939,"7","16","NR","14","NR",1946,45
"2497","SouthCar",1940,"7","16","NR","14","NR",1946,45
"2498","SouthCar",1941,"7","16","NR","14","NR",1946,45
"2499","SouthCar",1942,"7","16","NR","14","NR",1946,45
"2500","SouthCar",1943,"7","16","NR","14","NR",1946,45
"2501","SouthCar",1944,"7","16","NR","14","NR",1946,45
"2502","SouthCar",1945,"7","16","NR","14","NR",1946,45
"2503","SouthCar",1946,"7","16","10","16","NR",1950,45
"2504","SouthCar",1947,"7","16","10","16","NR",1950,45
"2505","SouthCar",1948,"7","16","10","16","NR",1950,45
"2506","SouthCar",1949,"7","16","10","16","NR",1950,45
"2507","SouthCar",1950,"7","16","10","16","NR",1954,45
"2508","SouthCar",1951,"7","16","10","16","NR",1954,45
"2509","SouthCar",1952,"7","16","10","16","NR",1954,45
"2510","SouthCar",1953,"7","16","10","16","NR",1954,45
"2511","SouthCar",1954,"7","16","10","16","NR",1959,45
"2512","SouthCar",1955,"7","16","10","16","NR",1959,45
"2513","SouthCar",1956,"7","16","10","16","NR",1959,45
"2514","SouthCar",1957,"7","16","10","16","NR",1959,45
"2515","SouthCar",1958,"7","16","10","16","NR",1959,45
"2516","SouthCar",1959,"NR","NR","NR","16","NR",1965,45
"2517","SouthCar",1960,"NR","NR","NR","16","NR",1965,45
"2518","SouthCar",1961,"NR","NR","NR","16","NR",1965,45
"2519","SouthCar",1962,"NR","NR","NR","16","NR",1965,45
"2520","SouthCar",1963,"NR","NR","NR","16","NR",1965,45
"2521","SouthCar",1964,"NR","NR","NR","16","NR",1965,45
"2522","SouthCar",1965,"NR","NR","NR","16","NR",1972,45
"2523","SouthCar",1966,"NR","NR","NR","16","NR",1972,45
"2524","SouthCar",1967,"NR","NR","NR","16","NR",1972,45
"2525","SouthCar",1968,"NR","NR","NR","16","NR",1972,45
"2526","SouthCar",1969,"NR","NR","NR","16","NR",1972,45
"2527","SouthCar",1970,"NR","NR","NR","16","NR",1972,45
"2528","SouthCar",1971,"NR","NR","NR","16","NR",1972,45
"2529","SouthCar",1972,"7","16","NR","16","NR",1978,45
"2530","SouthCar",1973,"7","16","NR","16","NR",1978,45
"2531","SouthCar",1974,"7","16","NR","16","NR",1978,45
"2532","SouthCar",1975,"7","16","NR","16","NR",1978,45
"2533","SouthCar",1976,"7","16","NR","16","NR",1978,45
"2534","SouthCar",1977,"7","16","NR","16","NR",1978,45
"2535","SouthCar",1978,"7","16","12","16","NR",1979,45
"2536","SouthDak",1914,"8","14","8","12","NR",1917,46
"2537","SouthDak",1915,"8","14","8","12","NR",1917,46
"2538","SouthDak",1916,"8","14","8","12","NR",1917,46
"2539","SouthDak",1917,"8","16","6","15","NR",1921,46
"2540","SouthDak",1918,"8","16","6","15","NR",1921,46
"2541","SouthDak",1919,"8","16","6","15","NR",1921,46
"2542","SouthDak",1920,"8","16","6","15","NR",1921,46
"2543","SouthDak",1921,"8","16","8","15","NR",1924,46
"2544","SouthDak",1922,"8","16","8","15","NR",1924,46
"2545","SouthDak",1923,"8","16","8","15","NR",1924,46
"2546","SouthDak",1924,"8","17","8","14","NR",1929,46
"2547","SouthDak",1925,"8","17","8","14","NR",1929,46
"2548","SouthDak",1926,"8","17","8","14","NR",1929,46
"2549","SouthDak",1927,"8","17","8","14","NR",1929,46
"2550","SouthDak",1928,"8","17","8","14","NR",1929,46
"2551","SouthDak",1929,"8","17","8","14","NR",1935,46
"2552","SouthDak",1930,"8","17","8","14","NR",1935,46
"2553","SouthDak",1931,"8","17","8","14","NR",1935,46
"2554","SouthDak",1932,"8","17","8","14","NR",1935,46
"2555","SouthDak",1933,"8","17","8","14","NR",1935,46
"2556","SouthDak",1934,"8","17","8","14","NR",1935,46
"2557","SouthDak",1935,"8","17","8","14","NR",1939,46
"2558","SouthDak",1936,"8","17","8","14","NR",1939,46
"2559","SouthDak",1937,"8","17","8","14","NR",1939,46
"2560","SouthDak",1938,"8","17","8","14","NR",1939,46
"2561","SouthDak",1939,"8","17","8","14","NR",1946,46
"2562","SouthDak",1940,"8","17","8","14","NR",1946,46
"2563","SouthDak",1941,"8","17","8","14","NR",1946,46
"2564","SouthDak",1942,"8","17","8","14","NR",1946,46
"2565","SouthDak",1943,"8","17","8","14","NR",1946,46
"2566","SouthDak",1944,"8","17","8","14","NR",1946,46
"2567","SouthDak",1945,"8","17","8","14","NR",1946,46
"2568","SouthDak",1946,"7","16","8","14","NR",1950,46
"2569","SouthDak",1947,"7","16","8","14","NR",1950,46
"2570","SouthDak",1948,"7","16","8","14","NR",1950,46
"2571","SouthDak",1949,"7","16","8","14","NR",1950,46
"2572","SouthDak",1950,"7","16","8","14","NR",1954,46
"2573","SouthDak",1951,"7","16","8","14","NR",1954,46
"2574","SouthDak",1952,"7","16","8","14","NR",1954,46
"2575","SouthDak",1953,"7","16","8","14","NR",1954,46
"2576","SouthDak",1954,"7","16","8","14","NR",1959,46
"2577","SouthDak",1955,"7","16","8","14","NR",1959,46
"2578","SouthDak",1956,"7","16","8","14","NR",1959,46
"2579","SouthDak",1957,"7","16","8","14","NR",1959,46
"2580","SouthDak",1958,"7","16","8","14","NR",1959,46
"2581","SouthDak",1959,"7","16","8","14","NR",1965,46
"2582","SouthDak",1960,"7","16","8","14","NR",1965,46
"2583","SouthDak",1961,"7","16","8","14","NR",1965,46
"2584","SouthDak",1962,"7","16","8","14","NR",1965,46
"2585","SouthDak",1963,"7","16","8","14","NR",1965,46
"2586","SouthDak",1964,"7","16","8","14","NR",1965,46
"2587","SouthDak",1965,"7","16","8","14","NR",1972,46
"2588","SouthDak",1966,"7","16","8","14","NR",1972,46
"2589","SouthDak",1967,"7","16","8","14","NR",1972,46
"2590","SouthDak",1968,"7","16","8","14","NR",1972,46
"2591","SouthDak",1969,"7","16","8","14","NR",1972,46
"2592","SouthDak",1970,"7","16","8","14","NR",1972,46
"2593","SouthDak",1971,"7","16","8","14","NR",1972,46
"2594","SouthDak",1972,"7","16","8","14","NR",1978,46
"2595","SouthDak",1973,"7","16","8","14","NR",1978,46
"2596","SouthDak",1974,"7","16","8","14","NR",1978,46
"2597","SouthDak",1975,"7","16","8","14","NR",1978,46
"2598","SouthDak",1976,"7","16","8","14","NR",1978,46
"2599","SouthDak",1977,"7","16","8","14","NR",1978,46
"2600","SouthDak",1978,"7","16","8","14","NR",1979,46
"2601","Tennesse",1914,"8","16","8","14","NR",1917,47
"2602","Tennesse",1915,"8","16","8","14","NR",1917,47
"2603","Tennesse",1916,"8","16","8","14","NR",1917,47
"2604","Tennesse",1917,"8","16","6","14","NR",1921,47
"2605","Tennesse",1918,"8","16","6","14","NR",1921,47
"2606","Tennesse",1919,"8","16","6","14","NR",1921,47
"2607","Tennesse",1920,"8","16","6","14","NR",1921,47
"2608","Tennesse",1921,"7","16","8","14","NR",1924,47
"2609","Tennesse",1922,"7","16","8","14","NR",1924,47
"2610","Tennesse",1923,"7","16","8","14","NR",1924,47
"2611","Tennesse",1924,"7","16","8","14","NR",1929,47
"2612","Tennesse",1925,"7","16","8","14","NR",1929,47
"2613","Tennesse",1926,"7","16","8","14","NR",1929,47
"2614","Tennesse",1927,"7","16","8","14","NR",1929,47
"2615","Tennesse",1928,"7","16","8","14","NR",1929,47
"2616","Tennesse",1929,"7","16","8","14","NR",1935,47
"2617","Tennesse",1930,"7","16","8","14","NR",1935,47
"2618","Tennesse",1931,"7","16","8","14","NR",1935,47
"2619","Tennesse",1932,"7","16","8","14","NR",1935,47
"2620","Tennesse",1933,"7","16","8","14","NR",1935,47
"2621","Tennesse",1934,"7","16","8","14","NR",1935,47
"2622","Tennesse",1935,"7","16","8","14","NR",1939,47
"2623","Tennesse",1936,"7","16","8","14","NR",1939,47
"2624","Tennesse",1937,"7","16","8","14","NR",1939,47
"2625","Tennesse",1938,"7","16","8","14","NR",1939,47
"2626","Tennesse",1939,"8","16","8","14","NR",1946,47
"2627","Tennesse",1940,"8","16","8","14","NR",1946,47
"2628","Tennesse",1941,"8","16","8","14","NR",1946,47
"2629","Tennesse",1942,"8","16","8","14","NR",1946,47
"2630","Tennesse",1943,"8","16","8","14","NR",1946,47
"2631","Tennesse",1944,"8","16","8","14","NR",1946,47
"2632","Tennesse",1945,"8","16","8","14","NR",1946,47
"2633","Tennesse",1946,"7","16","8","14","NR",1950,47
"2634","Tennesse",1947,"7","16","8","14","NR",1950,47
"2635","Tennesse",1948,"7","16","8","14","NR",1950,47
"2636","Tennesse",1949,"7","16","8","14","NR",1950,47
"2637","Tennesse",1950,"7","16","12","16","NR",1954,47
"2638","Tennesse",1951,"7","16","12","16","NR",1954,47
"2639","Tennesse",1952,"7","16","12","16","NR",1954,47
"2640","Tennesse",1953,"7","16","12","16","NR",1954,47
"2641","Tennesse",1954,"7","17","12","16","NR",1959,47
"2642","Tennesse",1955,"7","17","12","16","NR",1959,47
"2643","Tennesse",1956,"7","17","12","16","NR",1959,47
"2644","Tennesse",1957,"7","17","12","16","NR",1959,47
"2645","Tennesse",1958,"7","17","12","16","NR",1959,47
"2646","Tennesse",1959,"7","16","12","16","NR",1965,47
"2647","Tennesse",1960,"7","16","12","16","NR",1965,47
"2648","Tennesse",1961,"7","16","12","16","NR",1965,47
"2649","Tennesse",1962,"7","16","12","16","NR",1965,47
"2650","Tennesse",1963,"7","16","12","16","NR",1965,47
"2651","Tennesse",1964,"7","16","12","16","NR",1965,47
"2652","Tennesse",1965,"7","16","12","16","NR",1972,47
"2653","Tennesse",1966,"7","16","12","16","NR",1972,47
"2654","Tennesse",1967,"7","16","12","16","NR",1972,47
"2655","Tennesse",1968,"7","16","12","16","NR",1972,47
"2656","Tennesse",1969,"7","16","12","16","NR",1972,47
"2657","Tennesse",1970,"7","16","12","16","NR",1972,47
"2658","Tennesse",1971,"7","16","12","16","NR",1972,47
"2659","Tennesse",1972,"7","17","12","16","NR",1978,47
"2660","Tennesse",1973,"7","17","12","16","NR",1978,47
"2661","Tennesse",1974,"7","17","12","16","NR",1978,47
"2662","Tennesse",1975,"7","17","12","16","NR",1978,47
"2663","Tennesse",1976,"7","17","12","16","NR",1978,47
"2664","Tennesse",1977,"7","17","12","16","NR",1978,47
"2665","Tennesse",1978,"7","16","12","16","NR",1979,47
"2666","Texas",1914,"NR","NR","NR","NR","NR",1917,48
"2667","Texas",1915,"NR","NR","NR","NR","NR",1917,48
"2668","Texas",1916,"NR","NR","NR","NR","NR",1917,48
"2669","Texas",1917,"8","14","NR","12","4",1921,48
"2670","Texas",1918,"8","14","NR","12","4",1921,48
"2671","Texas",1919,"8","14","NR","12","4",1921,48
"2672","Texas",1920,"8","14","NR","12","4",1921,48
"2673","Texas",1921,"8","14","4","15","NR",1924,48
"2674","Texas",1922,"8","14","4","15","NR",1924,48
"2675","Texas",1923,"8","14","4","15","NR",1924,48
"2676","Texas",1924,"8","14","7","15","NR",1929,48
"2677","Texas",1925,"8","14","7","15","NR",1929,48
"2678","Texas",1926,"8","14","7","15","NR",1929,48
"2679","Texas",1927,"8","14","7","15","NR",1929,48
"2680","Texas",1928,"8","14","7","15","NR",1929,48
"2681","Texas",1929,"8","14","7","15","NR",1935,48
"2682","Texas",1930,"8","14","7","15","NR",1935,48
"2683","Texas",1931,"8","14","7","15","NR",1935,48
"2684","Texas",1932,"8","14","7","15","NR",1935,48
"2685","Texas",1933,"8","14","7","15","NR",1935,48
"2686","Texas",1934,"8","14","7","15","NR",1935,48
"2687","Texas",1935,"8","14","7","12","5",1939,48
"2688","Texas",1936,"8","14","7","12","5",1939,48
"2689","Texas",1937,"8","14","7","12","5",1939,48
"2690","Texas",1938,"8","14","7","12","5",1939,48
"2691","Texas",1939,"7","16","7","12","5",1946,48
"2692","Texas",1940,"7","16","7","12","5",1946,48
"2693","Texas",1941,"7","16","7","12","5",1946,48
"2694","Texas",1942,"7","16","7","12","5",1946,48
"2695","Texas",1943,"7","16","7","12","5",1946,48
"2696","Texas",1944,"7","16","7","12","5",1946,48
"2697","Texas",1945,"7","16","7","12","5",1946,48
"2698","Texas",1946,"7","16","9","15","5",1950,48
"2699","Texas",1947,"7","16","9","15","5",1950,48
"2700","Texas",1948,"7","16","9","15","5",1950,48
"2701","Texas",1949,"7","16","9","15","5",1950,48
"2702","Texas",1950,"7","16","9","15","5",1954,48
"2703","Texas",1951,"7","16","9","15","5",1954,48
"2704","Texas",1952,"7","16","9","15","5",1954,48
"2705","Texas",1953,"7","16","9","15","5",1954,48
"2706","Texas",1954,"7","16","9","15","5",1959,48
"2707","Texas",1955,"7","16","9","15","5",1959,48
"2708","Texas",1956,"7","16","9","15","5",1959,48
"2709","Texas",1957,"7","16","9","15","5",1959,48
"2710","Texas",1958,"7","16","9","15","5",1959,48
"2711","Texas",1959,"7","16","9","15","5",1965,48
"2712","Texas",1960,"7","16","9","15","5",1965,48
"2713","Texas",1961,"7","16","9","15","5",1965,48
"2714","Texas",1962,"7","16","9","15","5",1965,48
"2715","Texas",1963,"7","16","9","15","5",1965,48
"2716","Texas",1964,"7","16","9","15","5",1965,48
"2717","Texas",1965,"7","17","9","15","7",1972,48
"2718","Texas",1966,"7","17","9","15","7",1972,48
"2719","Texas",1967,"7","17","9","15","7",1972,48
"2720","Texas",1968,"7","17","9","15","7",1972,48
"2721","Texas",1969,"7","17","9","15","7",1972,48
"2722","Texas",1970,"7","17","9","15","7",1972,48
"2723","Texas",1971,"7","17","9","15","7",1972,48
"2724","Texas",1972,"7","17","9","15","7",1978,48
"2725","Texas",1973,"7","17","9","15","7",1978,48
"2726","Texas",1974,"7","17","9","15","7",1978,48
"2727","Texas",1975,"7","17","9","15","7",1978,48
"2728","Texas",1976,"7","17","9","15","7",1978,48
"2729","Texas",1977,"7","17","9","15","7",1978,48
"2730","Texas",1978,"7","17","9","15","7",1979,48
"2731","Utah",1914,"8","16","8","14","NR",1917,49
"2732","Utah",1915,"8","16","8","14","NR",1917,49
"2733","Utah",1916,"8","16","8","14","NR",1917,49
"2734","Utah",1917,"8","16","6","12","NR",1921,49
"2735","Utah",1918,"8","16","6","12","NR",1921,49
"2736","Utah",1919,"8","16","6","12","NR",1921,49
"2737","Utah",1920,"8","16","6","12","NR",1921,49
"2738","Utah",1921,"8","18","8","NR","NR",1924,49
"2739","Utah",1922,"8","18","8","NR","NR",1924,49
"2740","Utah",1923,"8","18","8","NR","NR",1924,49
"2741","Utah",1924,"8","18","8","NR","8",1929,49
