"","POB","YEAR","MIN","MAX","MINEXPT","MINAWORK","MINEWORK","NEXTYEAR","BIRTHPL"
"1811","NewHamps",1969,"6","16","6","14","NR",1972,33
"1812","NewHamps",1970,"6","16","6","14","NR",1972,33
"1813","NewHamps",1971,"6","16","6","14","NR",1972,33
"1814","NewHamps",1972,"6","16","6","14","NR",1978,33
"1815","NewHamps",1973,"6","16","6","14","NR",1978,33
"1816","NewHamps",1974,"6","16","6","14","NR",1978,33
"1817","NewHamps",1975,"6","16","6","14","NR",1978,33
"1818","NewHamps",1976,"6","16","6","14","NR",1978,33
"1819","NewHamps",1977,"6","16","6","14","NR",1978,33
"1820","NewHamps",1978,"6","16","8","12","NR",1979,33
"1821","NewJerse",1914,"7","16","NR","14","5",1917,34
"1822","NewJerse",1915,"7","16","NR","14","5",1917,34
"1823","NewJerse",1916,"7","16","NR","14","5",1917,34
"1824","NewJerse",1917,"7","16","NR","14","5",1921,34
"1825","NewJerse",1918,"7","16","NR","14","5",1921,34
"1826","NewJerse",1919,"7","16","NR","14","5",1921,34
"1827","NewJerse",1920,"7","16","NR","14","5",1921,34
"1828","NewJerse",1921,"7","16","NR","14","5",1924,34
"1829","NewJerse",1922,"7","16","NR","14","5",1924,34
"1830","NewJerse",1923,"7","16","NR","14","5",1924,34
"1831","NewJerse",1924,"7","16","NR","14","5",1929,34
"1832","NewJerse",1925,"7","16","NR","14","5",1929,34
"1833","NewJerse",1926,"7","16","NR","14","5",1929,34
"1834","NewJerse",1927,"7","16","NR","14","5",1929,34
"1835","NewJerse",1928,"7","16","NR","14","5",1929,34
"1836","NewJerse",1929,"7","16","NR","14","6",1935,34
"1837","NewJerse",1930,"7","16","NR","14","6",1935,34
"1838","NewJerse",1931,"7","16","NR","14","6",1935,34
"1839","NewJerse",1932,"7","16","NR","14","6",1935,34
"1840","NewJerse",1933,"7","16","NR","14","6",1935,34
"1841","NewJerse",1934,"7","16","NR","14","6",1935,34
"1842","NewJerse",1935,"7","16","NR","14","8",1939,34
"1843","NewJerse",1936,"7","16","NR","14","8",1939,34
"1844","NewJerse",1937,"7","16","NR","14","8",1939,34
"1845","NewJerse",1938,"7","16","NR","14","8",1939,34
"1846","NewJerse",1939,"7","16","NR","14","8",1946,34
"1847","NewJerse",1940,"7","16","NR","14","8",1946,34
"1848","NewJerse",1941,"7","16","NR","14","8",1946,34
"1849","NewJerse",1942,"7","16","NR","14","8",1946,34
"1850","NewJerse",1943,"7","16","NR","14","8",1946,34
"1851","NewJerse",1944,"7","16","NR","14","8",1946,34
"1852","NewJerse",1945,"7","16","NR","14","8",1946,34
"1853","NewJerse",1946,"7","16","NR","16","NR",1950,34
"1854","NewJerse",1947,"7","16","NR","16","NR",1950,34
"1855","NewJerse",1948,"7","16","NR","16","NR",1950,34
"1856","NewJerse",1949,"7","16","NR","16","NR",1950,34
"1857","NewJerse",1950,"7","16","NR","16","NR",1954,34
"1858","NewJerse",1951,"7","16","NR","16","NR",1954,34
"1859","NewJerse",1952,"7","16","NR","16","NR",1954,34
"1860","NewJerse",1953,"7","16","NR","16","NR",1954,34
"1861","NewJerse",1954,"7","16","8","16","6",1959,34
"1862","NewJerse",1955,"7","16","8","16","6",1959,34
"1863","NewJerse",1956,"7","16","8","16","6",1959,34
"1864","NewJerse",1957,"7","16","8","16","6",1959,34
"1865","NewJerse",1958,"7","16","8","16","6",1959,34
"1866","NewJerse",1959,"7","16","NR","16","NR",1965,34
"1867","NewJerse",1960,"7","16","NR","16","NR",1965,34
"1868","NewJerse",1961,"7","16","NR","16","NR",1965,34
"1869","NewJerse",1962,"7","16","NR","16","NR",1965,34
"1870","NewJerse",1963,"7","16","NR","16","NR",1965,34
"1871","NewJerse",1964,"7","16","NR","16","NR",1965,34
"1872","NewJerse",1965,"6","16","NR","16","NR",1972,34
"1873","NewJerse",1966,"6","16","NR","16","NR",1972,34
"1874","NewJerse",1967,"6","16","NR","16","NR",1972,34
"1875","NewJerse",1968,"6","16","NR","16","NR",1972,34
"1876","NewJerse",1969,"6","16","NR","16","NR",1972,34
"1877","NewJerse",1970,"6","16","NR","16","NR",1972,34
"1878","NewJerse",1971,"6","16","NR","16","NR",1972,34
"1879","NewJerse",1972,"6","16","NR","16","NR",1978,34
"1880","NewJerse",1973,"6","16","NR","16","NR",1978,34
"1881","NewJerse",1974,"6","16","NR","16","NR",1978,34
"1882","NewJerse",1975,"6","16","NR","16","NR",1978,34
"1883","NewJerse",1976,"6","16","NR","16","NR",1978,34
"1884","NewJerse",1977,"6","16","NR","16","NR",1978,34
"1885","NewJerse",1978,"6","16","NR","16","NR",1979,34
"1886","NewMexic",1914,"7","14","NR","NR","NR",1917,35
"1887","NewMexic",1915,"7","14","NR","NR","NR",1917,35
"1888","NewMexic",1916,"7","14","NR","NR","NR",1917,35
"1889","NewMexic",1917,"7","14","NR","NR","NR",1921,35
"1890","NewMexic",1918,"7","14","NR","NR","NR",1921,35
"1891","NewMexic",1919,"7","14","NR","NR","NR",1921,35
"1892","NewMexic",1920,"7","14","NR","NR","NR",1921,35
"1893","NewMexic",1921,"6","16","NR","NR","NR",1924,35
"1894","NewMexic",1922,"6","16","NR","NR","NR",1924,35
"1895","NewMexic",1923,"6","16","NR","NR","NR",1924,35
"1896","NewMexic",1924,"6","16","NR","14","NR",1929,35
"1897","NewMexic",1925,"6","16","NR","14","NR",1929,35
"1898","NewMexic",1926,"6","16","NR","14","NR",1929,35
"1899","NewMexic",1927,"6","16","NR","14","NR",1929,35
"1900","NewMexic",1928,"6","16","NR","14","NR",1929,35
"1901","NewMexic",1929,"6","16","NR","14","NR",1935,35
"1902","NewMexic",1930,"6","16","NR","14","NR",1935,35
"1903","NewMexic",1931,"6","16","NR","14","NR",1935,35
"1904","NewMexic",1932,"6","16","NR","14","NR",1935,35
"1905","NewMexic",1933,"6","16","NR","14","NR",1935,35
"1906","NewMexic",1934,"6","16","NR","14","NR",1935,35
"1907","NewMexic",1935,"6","16","NR","14","NR",1939,35
"1908","NewMexic",1936,"6","16","NR","14","NR",1939,35
"1909","NewMexic",1937,"6","16","NR","14","NR",1939,35
"1910","NewMexic",1938,"6","16","NR","14","NR",1939,35
"1911","NewMexic",1939,"6","16","NR","14","NR",1946,35
"1912","NewMexic",1940,"6","16","NR","14","NR",1946,35
"1913","NewMexic",1941,"6","16","NR","14","NR",1946,35
"1914","NewMexic",1942,"6","16","NR","14","NR",1946,35
"1915","NewMexic",1943,"6","16","NR","14","NR",1946,35
"1916","NewMexic",1944,"6","16","NR","14","NR",1946,35
"1917","NewMexic",1945,"6","16","NR","14","NR",1946,35
"1918","NewMexic",1946,"6","17","NR","14","NR",1950,35
"1919","NewMexic",1947,"6","17","NR","14","NR",1950,35
"1920","NewMexic",1948,"6","17","NR","14","NR",1950,35
"1921","NewMexic",1949,"6","17","NR","14","NR",1950,35
"1922","NewMexic",1950,"6","17","12","14","NR",1954,35
"1923","NewMexic",1951,"6","17","12","14","NR",1954,35
"1924","NewMexic",1952,"6","17","12","14","NR",1954,35
"1925","NewMexic",1953,"6","17","12","14","NR",1954,35
"1926","NewMexic",1954,"6","17","12","14","NR",1959,35
"1927","NewMexic",1955,"6","17","12","14","NR",1959,35
"1928","NewMexic",1956,"6","17","12","14","NR",1959,35
"1929","NewMexic",1957,"6","17","12","14","NR",1959,35
"1930","NewMexic",1958,"6","17","12","14","NR",1959,35
"1931","NewMexic",1959,"6","17","12","14","NR",1965,35
"1932","NewMexic",1960,"6","17","12","14","NR",1965,35
"1933","NewMexic",1961,"6","17","12","14","NR",1965,35
"1934","NewMexic",1962,"6","17","12","14","NR",1965,35
"1935","NewMexic",1963,"6","17","12","14","NR",1965,35
"1936","NewMexic",1964,"6","17","12","14","NR",1965,35
"1937","NewMexic",1965,"6","17","12","14","NR",1972,35
"1938","NewMexic",1966,"6","17","12","14","NR",1972,35
"1939","NewMexic",1967,"6","17","12","14","NR",1972,35
"1940","NewMexic",1968,"6","17","12","14","NR",1972,35
"1941","NewMexic",1969,"6","17","12","14","NR",1972,35
"1942","NewMexic",1970,"6","17","12","14","NR",1972,35
"1943","NewMexic",1971,"6","17","12","14","NR",1972,35
"1944","NewMexic",1972,"6","17","12","14","NR",1978,35
"1945","NewMexic",1973,"6","17","12","14","NR",1978,35
"1946","NewMexic",1974,"6","17","12","14","NR",1978,35
"1947","NewMexic",1975,"6","17","12","14","NR",1978,35
"1948","NewMexic",1976,"6","17","12","14","NR",1978,35
"1949","NewMexic",1977,"6","17","12","14","NR",1978,35
"1950","NewMexic",1978,"8","17","10","14","NR",1979,35
"1951","NewYork",1914,"7","16","NR","14","6",1917,36
"1952","NewYork",1915,"7","16","NR","14","6",1917,36
"1953","NewYork",1916,"7","16","NR","14","6",1917,36
"1954","NewYork",1917,"8","16","NR","14","6",1921,36
"1955","NewYork",1918,"8","16","NR","14","6",1921,36
"1956","NewYork",1919,"8","16","NR","14","6",1921,36
"1957","NewYork",1920,"8","16","NR","14","6",1921,36
"1958","NewYork",1921,"7","16","NR","14","8",1924,36
"1959","NewYork",1922,"7","16","NR","14","8",1924,36
"1960","NewYork",1923,"7","16","NR","14","8",1924,36
"1961","NewYork",1924,"7","16","NR","14","8",1929,36
"1962","NewYork",1925,"7","16","NR","14","8",1929,36
"1963","NewYork",1926,"7","16","NR","14","8",1929,36
"1964","NewYork",1927,"7","16","NR","14","8",1929,36
"1965","NewYork",1928,"7","16","NR","14","8",1929,36
"1966","NewYork",1929,"7","16","NR","14","8",1935,36
"1967","NewYork",1930,"7","16","NR","14","8",1935,36
"1968","NewYork",1931,"7","16","NR","14","8",1935,36
"1969","NewYork",1932,"7","16","NR","14","8",1935,36
"1970","NewYork",1933,"7","16","NR","14","8",1935,36
"1971","NewYork",1934,"7","16","NR","14","8",1935,36
"1972","NewYork",1935,"7","16","12","14","8",1939,36
"1973","NewYork",1936,"7","16","12","14","8",1939,36
"1974","NewYork",1937,"7","16","12","14","8",1939,36
"1975","NewYork",1938,"7","16","12","14","8",1939,36
"1976","NewYork",1939,"7","16","12","14","8",1946,36
"1977","NewYork",1940,"7","16","12","14","8",1946,36
"1978","NewYork",1941,"7","16","12","14","8",1946,36
"1979","NewYork",1942,"7","16","12","14","8",1946,36
"1980","NewYork",1943,"7","16","12","14","8",1946,36
"1981","NewYork",1944,"7","16","12","14","8",1946,36
"1982","NewYork",1945,"7","16","12","14","8",1946,36
"1983","NewYork",1946,"7","16","12","14","NR",1950,36
"1984","NewYork",1947,"7","16","12","14","NR",1950,36
"1985","NewYork",1948,"7","16","12","14","NR",1950,36
"1986","NewYork",1949,"7","16","12","14","NR",1950,36
"1987","NewYork",1950,"7","16","12","14","NR",1954,36
"1988","NewYork",1951,"7","16","12","14","NR",1954,36
"1989","NewYork",1952,"7","16","12","14","NR",1954,36
"1990","NewYork",1953,"7","16","12","14","NR",1954,36
"1991","NewYork",1954,"7","16","12","14","NR",1959,36
"1992","NewYork",1955,"7","16","12","14","NR",1959,36
"1993","NewYork",1956,"7","16","12","14","NR",1959,36
"1994","NewYork",1957,"7","16","12","14","NR",1959,36
"1995","NewYork",1958,"7","16","12","14","NR",1959,36
"1996","NewYork",1959,"7","16","12","16","NR",1965,36
"1997","NewYork",1960,"7","16","12","16","NR",1965,36
"1998","NewYork",1961,"7","16","12","16","NR",1965,36
"1999","NewYork",1962,"7","16","12","16","NR",1965,36
"2000","NewYork",1963,"7","16","12","16","NR",1965,36
"2001","NewYork",1964,"7","16","12","16","NR",1965,36
"2002","NewYork",1965,"7","16","12","16","NR",1972,36
"2003","NewYork",1966,"7","16","12","16","NR",1972,36
"2004","NewYork",1967,"7","16","12","16","NR",1972,36
"2005","NewYork",1968,"7","16","12","16","NR",1972,36
"2006","NewYork",1969,"7","16","12","16","NR",1972,36
"2007","NewYork",1970,"7","16","12","16","NR",1972,36
"2008","NewYork",1971,"7","16","12","16","NR",1972,36
"2009","NewYork",1972,"6","16","12","16","NR",1978,36
"2010","NewYork",1973,"6","16","12","16","NR",1978,36
"2011","NewYork",1974,"6","16","12","16","NR",1978,36
"2012","NewYork",1975,"6","16","12","16","NR",1978,36
"2013","NewYork",1976,"6","16","12","16","NR",1978,36
"2014","NewYork",1977,"6","16","12","16","NR",1978,36
"2015","NewYork",1978,"6","16","12","17","NR",1979,36
"2016","NorthCar",1914,"8","12","NR","12","NR",1917,37
"2017","NorthCar",1915,"8","12","NR","12","NR",1917,37
"2018","NorthCar",1916,"8","12","NR","12","NR",1917,37
"2019","NorthCar",1917,"8","14","NR","12","NR",1921,37
"2020","NorthCar",1918,"8","14","NR","12","NR",1921,37
"2021","NorthCar",1919,"8","14","NR","12","NR",1921,37
"2022","NorthCar",1920,"8","14","NR","12","NR",1921,37
"2023","NorthCar",1921,"8","14","NR","14","NR",1924,37
"2024","NorthCar",1922,"8","14","NR","14","NR",1924,37
"2025","NorthCar",1923,"8","14","NR","14","NR",1924,37
"2026","NorthCar",1924,"7","14","NR","14","NR",1929,37
"2027","NorthCar",1925,"7","14","NR","14","NR",1929,37
"2028","NorthCar",1926,"7","14","NR","14","NR",1929,37
"2029","NorthCar",1927,"7","14","NR","14","NR",1929,37
"2030","NorthCar",1928,"7","14","NR","14","NR",1929,37
"2031","NorthCar",1929,"7","14","NR","14","NR",1935,37
"2032","NorthCar",1930,"7","14","NR","14","NR",1935,37
"2033","NorthCar",1931,"7","14","NR","14","NR",1935,37
"2034","NorthCar",1932,"7","14","NR","14","NR",1935,37
"2035","NorthCar",1933,"7","14","NR","14","NR",1935,37
"2036","NorthCar",1934,"7","14","NR","14","NR",1935,37
"2037","NorthCar",1935,"7","14","NR","14","NR",1939,37
"2038","NorthCar",1936,"7","14","NR","14","NR",1939,37
"2039","NorthCar",1937,"7","14","NR","14","NR",1939,37
"2040","NorthCar",1938,"7","14","NR","14","NR",1939,37
"2041","NorthCar",1939,"7","14","NR","14","NR",1946,37
"2042","NorthCar",1940,"7","14","NR","14","NR",1946,37
"2043","NorthCar",1941,"7","14","NR","14","NR",1946,37
"2044","NorthCar",1942,"7","14","NR","14","NR",1946,37
"2045","NorthCar",1943,"7","14","NR","14","NR",1946,37
"2046","NorthCar",1944,"7","14","NR","14","NR",1946,37
"2047","NorthCar",1945,"7","14","NR","14","NR",1946,37
"2048","NorthCar",1946,"7","16","NR","16","NR",1950,37
"2049","NorthCar",1947,"7","16","NR","16","NR",1950,37
"2050","NorthCar",1948,"7","16","NR","16","NR",1950,37
"2051","NorthCar",1949,"7","16","NR","16","NR",1950,37
"2052","NorthCar",1950,"7","16","NR","16","NR",1954,37
"2053","NorthCar",1951,"7","16","NR","16","NR",1954,37
"2054","NorthCar",1952,"7","16","NR","16","NR",1954,37
"2055","NorthCar",1953,"7","16","NR","16","NR",1954,37
"2056","NorthCar",1954,"7","16","NR","16","NR",1959,37
"2057","NorthCar",1955,"7","16","NR","16","NR",1959,37
"2058","NorthCar",1956,"7","16","NR","16","NR",1959,37
"2059","NorthCar",1957,"7","16","NR","16","NR",1959,37
"2060","NorthCar",1958,"7","16","NR","16","NR",1959,37
"2061","NorthCar",1959,"7","16","NR","16","NR",1965,37
"2062","NorthCar",1960,"7","16","NR","16","NR",1965,37
"2063","NorthCar",1961,"7","16","NR","16","NR",1965,37
"2064","NorthCar",1962,"7","16","NR","16","NR",1965,37
"2065","NorthCar",1963,"7","16","NR","16","NR",1965,37
"2066","NorthCar",1964,"7","16","NR","16","NR",1965,37
"2067","NorthCar",1965,"7","16","NR","16","NR",1972,37
"2068","NorthCar",1966,"7","16","NR","16","NR",1972,37
"2069","NorthCar",1967,"7","16","NR","16","NR",1972,37
"2070","NorthCar",1968,"7","16","NR","16","NR",1972,37
"2071","NorthCar",1969,"7","16","NR","16","NR",1972,37
"2072","NorthCar",1970,"7","16","NR","16","NR",1972,37
"2073","NorthCar",1971,"7","16","NR","16","NR",1972,37
"2074","NorthCar",1972,"7","16","NR","16","NR",1978,37
"2075","NorthCar",1973,"7","16","NR","16","NR",1978,37
"2076","NorthCar",1974,"7","16","NR","16","NR",1978,37
"2077","NorthCar",1975,"7","16","NR","16","NR",1978,37
"2078","NorthCar",1976,"7","16","NR","16","NR",1978,37
"2079","NorthCar",1977,"7","16","NR","16","NR",1978,37
"2080","NorthCar",1978,"7","16","NR","16","NR",1979,37
"2081","NorthDak",1914,"8","15","8","14","NR",1917,38
"2082","NorthDak",1915,"8","15","8","14","NR",1917,38
"2083","NorthDak",1916,"8","15","8","14","NR",1917,38
"2084","NorthDak",1917,"7","15","6","14","NR",1921,38
"2085","NorthDak",1918,"7","15","6","14","NR",1921,38
"2086","NorthDak",1919,"7","15","6","14","NR",1921,38
"2087","NorthDak",1920,"7","15","6","14","NR",1921,38
"2088","NorthDak",1921,"7","17","8","14","NR",1924,38
"2089","NorthDak",1922,"7","17","8","14","NR",1924,38
"2090","NorthDak",1923,"7","17","8","14","NR",1924,38
"2091","NorthDak",1924,"7","17","8","14","8",1929,38
"2092","NorthDak",1925,"7","17","8","14","8",1929,38
"2093","NorthDak",1926,"7","17","8","14","8",1929,38
"2094","NorthDak",1927,"7","17","8","14","8",1929,38
"2095","NorthDak",1928,"7","17","8","14","8",1929,38
"2096","NorthDak",1929,"7","17","8","14","8",1935,38
"2097","NorthDak",1930,"7","17","8","14","8",1935,38
"2098","NorthDak",1931,"7","17","8","14","8",1935,38
"2099","NorthDak",1932,"7","17","8","14","8",1935,38
"2100","NorthDak",1933,"7","17","8","14","8",1935,38
"2101","NorthDak",1934,"7","17","8","14","8",1935,38
"2102","NorthDak",1935,"7","17","8","14","8",1939,38
"2103","NorthDak",1936,"7","17","8","14","8",1939,38
"2104","NorthDak",1937,"7","17","8","14","8",1939,38
"2105","NorthDak",1938,"7","17","8","14","8",1939,38
"2106","NorthDak",1939,"7","17","8","14","8",1946,38
"2107","NorthDak",1940,"7","17","8","14","8",1946,38
"2108","NorthDak",1941,"7","17","8","14","8",1946,38
"2109","NorthDak",1942,"7","17","8","14","8",1946,38
"2110","NorthDak",1943,"7","17","8","14","8",1946,38
"2111","NorthDak",1944,"7","17","8","14","8",1946,38
"2112","NorthDak",1945,"7","17","8","14","8",1946,38
"2113","NorthDak",1946,"7","17","8","14","8",1950,38
"2114","NorthDak",1947,"7","17","8","14","8",1950,38
"2115","NorthDak",1948,"7","17","8","14","8",1950,38
"2116","NorthDak",1949,"7","17","8","14","8",1950,38
"2117","NorthDak",1950,"7","17","8","14","8",1954,38
"2118","NorthDak",1951,"7","17","8","14","8",1954,38
"2119","NorthDak",1952,"7","17","8","14","8",1954,38
"2120","NorthDak",1953,"7","17","8","14","8",1954,38
"2121","NorthDak",1954,"7","17","8","14","8",1959,38
"2122","NorthDak",1955,"7","17","8","14","8",1959,38
"2123","NorthDak",1956,"7","17","8","14","8",1959,38
"2124","NorthDak",1957,"7","17","8","14","8",1959,38
"2125","NorthDak",1958,"7","17","8","14","8",1959,38
"2126","NorthDak",1959,"7","16","8","14","8",1965,38
"2127","NorthDak",1960,"7","16","8","14","8",1965,38
"2128","NorthDak",1961,"7","16","8","14","8",1965,38
"2129","NorthDak",1962,"7","16","8","14","8",1965,38
"2130","NorthDak",1963,"7","16","8","14","8",1965,38
"2131","NorthDak",1964,"7","16","8","14","8",1965,38
"2132","NorthDak",1965,"7","16","12","14","8",1972,38
"2133","NorthDak",1966,"7","16","12","14","8",1972,38
"2134","NorthDak",1967,"7","16","12","14","8",1972,38
"2135","NorthDak",1968,"7","16","12","14","8",1972,38
"2136","NorthDak",1969,"7","16","12","14","8",1972,38
"2137","NorthDak",1970,"7","16","12","14","8",1972,38
"2138","NorthDak",1971,"7","16","12","14","8",1972,38
"2139","NorthDak",1972,"7","16","12","14","8",1978,38
"2140","NorthDak",1973,"7","16","12","14","8",1978,38
"2141","NorthDak",1974,"7","16","12","14","8",1978,38
"2142","NorthDak",1975,"7","16","12","14","8",1978,38
"2143","NorthDak",1976,"7","16","12","14","8",1978,38
"2144","NorthDak",1977,"7","16","12","14","8",1978,38
"2145","NorthDak",1978,"7","16","12","14","8",1979,38
"2146","Ohio",1914,"8","15","NR","15","6",1917,39
"2147","Ohio",1915,"8","15","NR","15","6",1917,39
"2148","Ohio",1916,"8","15","NR","15","6",1917,39
"2149","Ohio",1917,"8","16","NR","15","6",1921,39
"2150","Ohio",1918,"8","16","NR","15","6",1921,39
"2151","Ohio",1919,"8","16","NR","15","6",1921,39
"2152","Ohio",1920,"8","16","NR","15","6",1921,39
"2153","Ohio",1921,"8","16","6","15","6",1924,39
"2154","Ohio",1922,"8","16","6","15","6",1924,39
"2155","Ohio",1923,"8","16","6","15","6",1924,39
"2156","Ohio",1924,"6","18","12","16","7",1929,39
"2157","Ohio",1925,"6","18","12","16","7",1929,39
"2158","Ohio",1926,"6","18","12","16","7",1929,39
"2159","Ohio",1927,"6","18","12","16","7",1929,39
"2160","Ohio",1928,"6","18","12","16","7",1929,39
"2161","Ohio",1929,"6","18","12","16","7",1935,39
"2162","Ohio",1930,"6","18","12","16","7",1935,39
"2163","Ohio",1931,"6","18","12","16","7",1935,39
"2164","Ohio",1932,"6","18","12","16","7",1935,39
"2165","Ohio",1933,"6","18","12","16","7",1935,39
"2166","Ohio",1934,"6","18","12","16","7",1935,39
"2167","Ohio",1935,"6","18","12","16","7",1939,39
"2168","Ohio",1936,"6","18","12","16","7",1939,39
"2169","Ohio",1937,"6","18","12","16","7",1939,39
"2170","Ohio",1938,"6","18","12","16","7",1939,39
"2171","Ohio",1939,"6","18","12","16","7",1946,39
"2172","Ohio",1940,"6","18","12","16","7",1946,39
"2173","Ohio",1941,"6","18","12","16","7",1946,39
"2174","Ohio",1942,"6","18","12","16","7",1946,39
"2175","Ohio",1943,"6","18","12","16","7",1946,39
"2176","Ohio",1944,"6","18","12","16","7",1946,39
"2177","Ohio",1945,"6","18","12","16","7",1946,39
"2178","Ohio",1946,"6","18","12","16","7",1950,39
"2179","Ohio",1947,"6","18","12","16","7",1950,39
"2180","Ohio",1948,"6","18","12","16","7",1950,39
"2181","Ohio",1949,"6","18","12","16","7",1950,39
"2182","Ohio",1950,"6","18","12","16","7",1954,39
"2183","Ohio",1951,"6","18","12","16","7",1954,39
"2184","Ohio",1952,"6","18","12","16","7",1954,39
"2185","Ohio",1953,"6","18","12","16","7",1954,39
"2186","Ohio",1954,"6","18","12","16","7",1959,39
"2187","Ohio",1955,"6","18","12","16","7",1959,39
"2188","Ohio",1956,"6","18","12","16","7",1959,39
"2189","Ohio",1957,"6","18","12","16","7",1959,39
"2190","Ohio",1958,"6","18","12","16","7",1959,39
"2191","Ohio",1959,"6","18","12","16","7",1965,39
"2192","Ohio",1960,"6","18","12","16","7",1965,39
"2193","Ohio",1961,"6","18","12","16","7",1965,39
"2194","Ohio",1962,"6","18","12","16","7",1965,39
"2195","Ohio",1963,"6","18","12","16","7",1965,39
"2196","Ohio",1964,"6","18","12","16","7",1965,39
"2197","Ohio",1965,"6","18","12","16","7",1972,39
"2198","Ohio",1966,"6","18","12","16","7",1972,39
"2199","Ohio",1967,"6","18","12","16","7",1972,39
"2200","Ohio",1968,"6","18","12","16","7",1972,39
"2201","Ohio",1969,"6","18","12","16","7",1972,39
"2202","Ohio",1970,"6","18","12","16","7",1972,39
"2203","Ohio",1971,"6","18","12","16","7",1972,39
"2204","Ohio",1972,"6","18","12","16","7",1978,39
"2205","Ohio",1973,"6","18","12","16","7",1978,39
"2206","Ohio",1974,"6","18","12","16","7",1978,39
"2207","Ohio",1975,"6","18","12","16","7",1978,39
"2208","Ohio",1976,"6","18","12","16","7",1978,39
"2209","Ohio",1977,"6","18","12","16","7",1978,39
"2210","Ohio",1978,"6","18","12","16","7",1979,39
"2211","Oklahoma",1914,"8","16","NR","14","NR",1917,40
"2212","Oklahoma",1915,"8","16","NR","14","NR",1917,40
"2213","Oklahoma",1916,"8","16","NR","14","NR",1917,40
"2214","Oklahoma",1917,"8","16","NR","14","NR",1921,40
"2215","Oklahoma",1918,"8","16","NR","14","NR",1921,40
"2216","Oklahoma",1919,"8","16","NR","14","NR",1921,40
"2217","Oklahoma",1920,"8","16","NR","14","NR",1921,40
"2218","Oklahoma",1921,"8","18","8","14","NR",1924,40
"2219","Oklahoma",1922,"8","18","8","14","NR",1924,40
"2220","Oklahoma",1923,"8","18","8","14","NR",1924,40
"2221","Oklahoma",1924,"8","18","8","14","NR",1929,40
"2222","Oklahoma",1925,"8","18","8","14","NR",1929,40
"2223","Oklahoma",1926,"8","18","8","14","NR",1929,40
"2224","Oklahoma",1927,"8","18","8","14","NR",1929,40
"2225","Oklahoma",1928,"8","18","8","14","NR",1929,40
"2226","Oklahoma",1929,"8","18","8","14","NR",1935,40
"2227","Oklahoma",1930,"8","18","8","14","NR",1935,40
"2228","Oklahoma",1931,"8","18","8","14","NR",1935,40
"2229","Oklahoma",1932,"8","18","8","14","NR",1935,40
"2230","Oklahoma",1933,"8","18","8","14","NR",1935,40
"2231","Oklahoma",1934,"8","18","8","14","NR",1935,40
"2232","Oklahoma",1935,"8","18","8","16","NR",1939,40
"2233","Oklahoma",1936,"8","18","8","16","NR",1939,40
"2234","Oklahoma",1937,"8","18","8","16","NR",1939,40
"2235","Oklahoma",1938,"8","18","8","16","NR",1939,40
"2236","Oklahoma",1939,"7","18","8","16","NR",1946,40
"2237","Oklahoma",1940,"7","18","8","16","NR",1946,40
"2238","Oklahoma",1941,"7","18","8","16","NR",1946,40
"2239","Oklahoma",1942,"7","18","8","16","NR",1946,40
"2240","Oklahoma",1943,"7","18","8","16","NR",1946,40
"2241","Oklahoma",1944,"7","18","8","16","NR",1946,40
"2242","Oklahoma",1945,"7","18","8","16","NR",1946,40
"2243","Oklahoma",1946,"7","18","8","14","NR",1950,40
"2244","Oklahoma",1947,"7","18","8","14","NR",1950,40
"2245","Oklahoma",1948,"7","18","8","14","NR",1950,40
"2246","Oklahoma",1949,"7","18","8","14","NR",1950,40
"2247","Oklahoma",1950,"7","18","12","14","NR",1954,40
"2248","Oklahoma",1951,"7","18","12","14","NR",1954,40
"2249","Oklahoma",1952,"7","18","12","14","NR",1954,40
"2250","Oklahoma",1953,"7","18","12","14","NR",1954,40
"2251","Oklahoma",1954,"7","18","12","14","NR",1959,40
"2252","Oklahoma",1955,"7","18","12","14","NR",1959,40
"2253","Oklahoma",1956,"7","18","12","14","NR",1959,40
"2254","Oklahoma",1957,"7","18","12","14","NR",1959,40
"2255","Oklahoma",1958,"7","18","12","14","NR",1959,40
"2256","Oklahoma",1959,"7","18","12","14","NR",1965,40
"2257","Oklahoma",1960,"7","18","12","14","NR",1965,40
"2258","Oklahoma",1961,"7","18","12","14","NR",1965,40
"2259","Oklahoma",1962,"7","18","12","14","NR",1965,40
"2260","Oklahoma",1963,"7","18","12","14","NR",1965,40
"2261","Oklahoma",1964,"7","18","12","14","NR",1965,40
"2262","Oklahoma",1965,"7","18","12","14","NR",1972,40
"2263","Oklahoma",1966,"7","18","12","14","NR",1972,40
"2264","Oklahoma",1967,"7","18","12","14","NR",1972,40
"2265","Oklahoma",1968,"7","18","12","14","NR",1972,40
"2266","Oklahoma",1969,"7","18","12","14","NR",1972,40
"2267","Oklahoma",1970,"7","18","12","14","NR",1972,40
"2268","Oklahoma",1971,"7","18","12","14","NR",1972,40
"2269","Oklahoma",1972,"7","18","12","14","NR",1978,40
"2270","Oklahoma",1973,"7","18","12","14","NR",1978,40
"2271","Oklahoma",1974,"7","18","12","14","NR",1978,40
"2272","Oklahoma",1975,"7","18","12","14","NR",1978,40
"2273","Oklahoma",1976,"7","18","12","14","NR",1978,40
"2274","Oklahoma",1977,"7","18","12","14","NR",1978,40
"2275","Oklahoma",1978,"7","18","12","14","NR",1979,40
"2276","Oregon",1914,"9","15","8","14","NR",1917,41
