,POB,YEAR,MIN,MAX,req_sch,work_age,work_sch,NEXTYEAR,BIRTHPL,ca,cl,ca8,ca9,ca10,ca11,cl6,cl7,cl8,cl9
812,Indiana,1945,7,16,8,14,8,1946,18,9,8,0,1,0,0,0,0,1,0
813,Indiana,1946,7,16,8,14,8,1950,18,9,8,0,1,0,0,0,0,1,0
814,Indiana,1947,7,16,8,14,8,1950,18,9,8,0,1,0,0,0,0,1,0
815,Indiana,1948,7,16,8,14,8,1950,18,9,8,0,1,0,0,0,0,1,0
816,Indiana,1949,7,16,8,14,8,1950,18,9,8,0,1,0,0,0,0,1,0
817,Indiana,1950,7,16,8,14,8,1954,18,9,8,0,1,0,0,0,0,1,0
818,Indiana,1951,7,16,8,14,8,1954,18,9,8,0,1,0,0,0,0,1,0
819,Indiana,1952,7,16,8,14,8,1954,18,9,8,0,1,0,0,0,0,1,0
820,Indiana,1953,7,16,8,14,8,1954,18,9,8,0,1,0,0,0,0,1,0
821,Indiana,1954,7,16,8,14,8,1959,18,9,8,0,1,0,0,0,0,1,0
822,Indiana,1955,7,16,8,14,8,1959,18,9,8,0,1,0,0,0,0,1,0
823,Indiana,1956,7,16,8,14,8,1959,18,9,8,0,1,0,0,0,0,1,0
824,Indiana,1957,7,16,8,14,8,1959,18,9,8,0,1,0,0,0,0,1,0
825,Indiana,1958,7,16,8,14,8,1959,18,9,8,0,1,0,0,0,0,1,0
826,Indiana,1959,7,16,8,14,8,1965,18,9,8,0,1,0,0,0,0,1,0
827,Indiana,1960,7,16,8,14,8,1965,18,9,8,0,1,0,0,0,0,1,0
828,Indiana,1961,7,16,8,14,8,1965,18,9,8,0,1,0,0,0,0,1,0
829,Indiana,1962,7,16,8,14,8,1965,18,9,8,0,1,0,0,0,0,1,0
830,Indiana,1963,7,16,8,14,8,1965,18,9,8,0,1,0,0,0,0,1,0
831,Indiana,1964,7,16,8,14,8,1965,18,9,8,0,1,0,0,0,0,1,0
832,Indiana,1965,7,16,8,14,8,1972,18,9,8,0,1,0,0,0,0,1,0
833,Indiana,1966,7,16,8,14,8,1972,18,9,8,0,1,0,0,0,0,1,0
834,Indiana,1967,7,16,8,14,8,1972,18,9,8,0,1,0,0,0,0,1,0
835,Indiana,1968,7,16,8,14,8,1972,18,9,8,0,1,0,0,0,0,1,0
836,Indiana,1969,7,16,8,14,8,1972,18,9,8,0,1,0,0,0,0,1,0
837,Indiana,1970,7,16,8,14,8,1972,18,9,8,0,1,0,0,0,0,1,0
838,Indiana,1971,7,16,8,14,8,1972,18,9,8,0,1,0,0,0,0,1,0
839,Indiana,1972,7,16,8,14,8,1978,18,9,8,0,1,0,0,0,0,1,0
840,Indiana,1973,7,16,8,14,8,1978,18,9,8,0,1,0,0,0,0,1,0
841,Indiana,1974,7,16,8,14,8,1978,18,9,8,0,1,0,0,0,0,1,0
842,Indiana,1975,7,16,8,14,8,1978,18,9,8,0,1,0,0,0,0,1,0
843,Indiana,1976,7,16,8,14,8,1978,18,9,8,0,1,0,0,0,0,1,0
844,Indiana,1977,7,16,8,14,8,1978,18,9,8,0,1,0,0,0,0,1,0
845,Indiana,1978,7,16,0,14,8,1979,18,9,8,0,1,0,0,0,0,1,0
846,Iowa,1914,7,16,0,0,0,1917,19,9,0,0,1,0,0,1,0,0,0
847,Iowa,1915,7,16,0,0,0,1917,19,9,0,0,1,0,0,1,0,0,0
848,Iowa,1916,7,16,0,0,0,1917,19,9,0,0,1,0,0,1,0,0,0
849,Iowa,1917,7,16,6,14,0,1921,19,9,7,0,1,0,0,0,1,0,0
850,Iowa,1918,7,16,6,14,0,1921,19,9,7,0,1,0,0,0,1,0,0
851,Iowa,1919,7,16,6,14,0,1921,19,9,7,0,1,0,0,0,1,0,0
852,Iowa,1920,7,16,6,14,0,1921,19,9,7,0,1,0,0,0,1,0,0
853,Iowa,1921,7,16,8,14,6,1924,19,9,7,0,1,0,0,0,1,0,0
854,Iowa,1922,7,16,8,14,6,1924,19,9,7,0,1,0,0,0,1,0,0
855,Iowa,1923,7,16,8,14,6,1924,19,9,7,0,1,0,0,0,1,0,0
856,Iowa,1924,7,16,8,14,6,1929,19,9,7,0,1,0,0,0,1,0,0
857,Iowa,1925,7,16,8,14,6,1929,19,9,7,0,1,0,0,0,1,0,0
858,Iowa,1926,7,16,8,14,6,1929,19,9,7,0,1,0,0,0,1,0,0
859,Iowa,1927,7,16,8,14,6,1929,19,9,7,0,1,0,0,0,1,0,0
860,Iowa,1928,7,16,8,14,6,1929,19,9,7,0,1,0,0,0,1,0,0
861,Iowa,1929,7,16,8,14,6,1935,19,9,7,0,1,0,0,0,1,0,0
862,Iowa,1930,7,16,8,14,6,1935,19,9,7,0,1,0,0,0,1,0,0
863,Iowa,1931,7,16,8,14,6,1935,19,9,7,0,1,0,0,0,1,0,0
864,Iowa,1932,7,16,8,14,6,1935,19,9,7,0,1,0,0,0,1,0,0
865,Iowa,1933,7,16,8,14,6,1935,19,9,7,0,1,0,0,0,1,0,0
866,Iowa,1934,7,16,8,14,6,1935,19,9,7,0,1,0,0,0,1,0,0
867,Iowa,1935,7,16,8,14,6,1939,19,9,7,0,1,0,0,0,1,0,0
868,Iowa,1936,7,16,8,14,6,1939,19,9,7,0,1,0,0,0,1,0,0
869,Iowa,1937,7,16,8,14,6,1939,19,9,7,0,1,0,0,0,1,0,0
870,Iowa,1938,7,16,8,14,6,1939,19,9,7,0,1,0,0,0,1,0,0
871,Iowa,1939,7,16,8,14,6,1946,19,9,7,0,1,0,0,0,1,0,0
872,Iowa,1940,7,16,8,14,6,1946,19,9,7,0,1,0,0,0,1,0,0
873,Iowa,1941,7,16,8,14,6,1946,19,9,7,0,1,0,0,0,1,0,0
874,Iowa,1942,7,16,8,14,6,1946,19,9,7,0,1,0,0,0,1,0,0
875,Iowa,1943,7,16,8,14,6,1946,19,9,7,0,1,0,0,0,1,0,0
876,Iowa,1944,7,16,8,14,6,1946,19,9,7,0,1,0,0,0,1,0,0
877,Iowa,1945,7,16,8,14,6,1946,19,9,7,0,1,0,0,0,1,0,0
878,Iowa,1946,7,16,8,14,6,1950,19,9,7,0,1,0,0,0,1,0,0
879,Iowa,1947,7,16,8,14,6,1950,19,9,7,0,1,0,0,0,1,0,0
880,Iowa,1948,7,16,8,14,6,1950,19,9,7,0,1,0,0,0,1,0,0
881,Iowa,1949,7,16,8,14,6,1950,19,9,7,0,1,0,0,0,1,0,0
882,Iowa,1950,7,16,8,14,6,1954,19,9,7,0,1,0,0,0,1,0,0
883,Iowa,1951,7,16,8,14,6,1954,19,9,7,0,1,0,0,0,1,0,0
884,Iowa,1952,7,16,8,14,6,1954,19,9,7,0,1,0,0,0,1,0,0
885,Iowa,1953,7,16,8,14,6,1954,19,9,7,0,1,0,0,0,1,0,0
886,Iowa,1954,7,16,8,14,6,1959,19,9,7,0,1,0,0,0,1,0,0
887,Iowa,1955,7,16,8,14,6,1959,19,9,7,0,1,0,0,0,1,0,0
888,Iowa,1956,7,16,8,14,6,1959,19,9,7,0,1,0,0,0,1,0,0
889,Iowa,1957,7,16,8,14,6,1959,19,9,7,0,1,0,0,0,1,0,0
890,Iowa,1958,7,16,8,14,6,1959,19,9,7,0,1,0,0,0,1,0,0
891,Iowa,1959,7,16,8,14,6,1965,19,9,7,0,1,0,0,0,1,0,0
892,Iowa,1960,7,16,8,14,6,1965,19,9,7,0,1,0,0,0,1,0,0
893,Iowa,1961,7,16,8,14,6,1965,19,9,7,0,1,0,0,0,1,0,0
894,Iowa,1962,7,16,8,14,6,1965,19,9,7,0,1,0,0,0,1,0,0
895,Iowa,1963,7,16,8,14,6,1965,19,9,7,0,1,0,0,0,1,0,0
896,Iowa,1964,7,16,8,14,6,1965,19,9,7,0,1,0,0,0,1,0,0
897,Iowa,1965,7,16,8,14,6,1972,19,9,7,0,1,0,0,0,1,0,0
898,Iowa,1966,7,16,8,14,6,1972,19,9,7,0,1,0,0,0,1,0,0
899,Iowa,1967,7,16,8,14,6,1972,19,9,7,0,1,0,0,0,1,0,0
900,Iowa,1968,7,16,8,14,6,1972,19,9,7,0,1,0,0,0,1,0,0
901,Iowa,1969,7,16,8,14,6,1972,19,9,7,0,1,0,0,0,1,0,0
902,Iowa,1970,7,16,8,14,6,1972,19,9,7,0,1,0,0,0,1,0,0
903,Iowa,1971,7,16,8,14,6,1972,19,9,7,0,1,0,0,0,1,0,0
904,Iowa,1972,7,16,8,14,0,1978,19,9,7,0,1,0,0,0,1,0,0
905,Iowa,1973,7,16,8,14,0,1978,19,9,7,0,1,0,0,0,1,0,0
906,Iowa,1974,7,16,8,14,0,1978,19,9,7,0,1,0,0,0,1,0,0
907,Iowa,1975,7,16,8,14,0,1978,19,9,7,0,1,0,0,0,1,0,0
908,Iowa,1976,7,16,8,14,0,1978,19,9,7,0,1,0,0,0,1,0,0
909,Iowa,1977,7,16,8,14,0,1978,19,9,7,0,1,0,0,0,1,0,0
910,Iowa,1978,7,16,8,16,0,1979,19,9,9,0,1,0,0,0,0,0,1
911,Kansas,1914,8,15,8,14,0,1917,20,8,6,1,0,0,0,1,0,0,0
912,Kansas,1915,8,15,8,14,0,1917,20,8,6,1,0,0,0,1,0,0,0
913,Kansas,1916,8,15,8,14,0,1917,20,8,6,1,0,0,0,1,0,0,0
914,Kansas,1917,8,15,6,14,6,1921,20,7,6,1,0,0,0,1,0,0,0
915,Kansas,1918,8,15,6,14,6,1921,20,7,6,1,0,0,0,1,0,0,0
916,Kansas,1919,8,15,6,14,6,1921,20,7,6,1,0,0,0,1,0,0,0
917,Kansas,1920,8,15,6,14,6,1921,20,7,6,1,0,0,0,1,0,0,0
918,Kansas,1921,8,16,8,14,6,1924,20,8,6,1,0,0,0,1,0,0,0
919,Kansas,1922,8,16,8,14,6,1924,20,8,6,1,0,0,0,1,0,0,0
920,Kansas,1923,8,16,8,14,6,1924,20,8,6,1,0,0,0,1,0,0,0
921,Kansas,1924,7,16,8,14,6,1929,20,9,7,0,1,0,0,0,1,0,0
922,Kansas,1925,7,16,8,14,6,1929,20,9,7,0,1,0,0,0,1,0,0
923,Kansas,1926,7,16,8,14,6,1929,20,9,7,0,1,0,0,0,1,0,0
924,Kansas,1927,7,16,8,14,6,1929,20,9,7,0,1,0,0,0,1,0,0
925,Kansas,1928,7,16,8,14,6,1929,20,9,7,0,1,0,0,0,1,0,0
926,Kansas,1929,7,16,8,14,8,1935,20,9,8,0,1,0,0,0,0,1,0
927,Kansas,1930,7,16,8,14,8,1935,20,9,8,0,1,0,0,0,0,1,0
928,Kansas,1931,7,16,8,14,8,1935,20,9,8,0,1,0,0,0,0,1,0
929,Kansas,1932,7,16,8,14,8,1935,20,9,8,0,1,0,0,0,0,1,0
930,Kansas,1933,7,16,8,14,8,1935,20,9,8,0,1,0,0,0,0,1,0
931,Kansas,1934,7,16,8,14,8,1935,20,9,8,0,1,0,0,0,0,1,0
932,Kansas,1935,7,16,8,14,8,1939,20,9,8,0,1,0,0,0,0,1,0
933,Kansas,1936,7,16,8,14,8,1939,20,9,8,0,1,0,0,0,0,1,0
934,Kansas,1937,7,16,8,14,8,1939,20,9,8,0,1,0,0,0,0,1,0
935,Kansas,1938,7,16,8,14,8,1939,20,9,8,0,1,0,0,0,0,1,0
936,Kansas,1939,7,16,8,14,8,1946,20,9,8,0,1,0,0,0,0,1,0
937,Kansas,1940,7,16,8,14,8,1946,20,9,8,0,1,0,0,0,0,1,0
938,Kansas,1941,7,16,8,14,8,1946,20,9,8,0,1,0,0,0,0,1,0
939,Kansas,1942,7,16,8,14,8,1946,20,9,8,0,1,0,0,0,0,1,0
940,Kansas,1943,7,16,8,14,8,1946,20,9,8,0,1,0,0,0,0,1,0
941,Kansas,1944,7,16,8,14,8,1946,20,9,8,0,1,0,0,0,0,1,0
942,Kansas,1945,7,16,8,14,8,1946,20,9,8,0,1,0,0,0,0,1,0
943,Kansas,1946,7,16,8,14,8,1950,20,9,8,0,1,0,0,0,0,1,0
944,Kansas,1947,7,16,8,14,8,1950,20,9,8,0,1,0,0,0,0,1,0
945,Kansas,1948,7,16,8,14,8,1950,20,9,8,0,1,0,0,0,0,1,0
946,Kansas,1949,7,16,8,14,8,1950,20,9,8,0,1,0,0,0,0,1,0
947,Kansas,1950,7,16,8,14,8,1954,20,9,8,0,1,0,0,0,0,1,0
948,Kansas,1951,7,16,8,14,8,1954,20,9,8,0,1,0,0,0,0,1,0
949,Kansas,1952,7,16,8,14,8,1954,20,9,8,0,1,0,0,0,0,1,0
950,Kansas,1953,7,16,8,14,8,1954,20,9,8,0,1,0,0,0,0,1,0
951,Kansas,1954,7,16,8,14,6,1959,20,9,7,0,1,0,0,0,1,0,0
952,Kansas,1955,7,16,8,14,6,1959,20,9,7,0,1,0,0,0,1,0,0
953,Kansas,1956,7,16,8,14,6,1959,20,9,7,0,1,0,0,0,1,0,0
954,Kansas,1957,7,16,8,14,6,1959,20,9,7,0,1,0,0,0,1,0,0
955,Kansas,1958,7,16,8,14,6,1959,20,9,7,0,1,0,0,0,1,0,0
956,Kansas,1959,7,16,8,14,8,1965,20,9,8,0,1,0,0,0,0,1,0
957,Kansas,1960,7,16,8,14,8,1965,20,9,8,0,1,0,0,0,0,1,0
958,Kansas,1961,7,16,8,14,8,1965,20,9,8,0,1,0,0,0,0,1,0
959,Kansas,1962,7,16,8,14,8,1965,20,9,8,0,1,0,0,0,0,1,0
960,Kansas,1963,7,16,8,14,8,1965,20,9,8,0,1,0,0,0,0,1,0
961,Kansas,1964,7,16,8,14,8,1965,20,9,8,0,1,0,0,0,0,1,0
962,Kansas,1965,7,16,0,14,8,1972,20,9,8,0,1,0,0,0,0,1,0
963,Kansas,1966,7,16,0,14,8,1972,20,9,8,0,1,0,0,0,0,1,0
964,Kansas,1967,7,16,0,14,8,1972,20,9,8,0,1,0,0,0,0,1,0
965,Kansas,1968,7,16,0,14,8,1972,20,9,8,0,1,0,0,0,0,1,0
966,Kansas,1969,7,16,0,14,8,1972,20,9,8,0,1,0,0,0,0,1,0
967,Kansas,1970,7,16,0,14,8,1972,20,9,8,0,1,0,0,0,0,1,0
968,Kansas,1971,7,16,0,14,8,1972,20,9,8,0,1,0,0,0,0,1,0
969,Kansas,1972,7,16,0,14,6,1978,20,9,7,0,1,0,0,0,1,0,0
970,Kansas,1973,7,16,0,14,6,1978,20,9,7,0,1,0,0,0,1,0,0
971,Kansas,1974,7,16,0,14,6,1978,20,9,7,0,1,0,0,0,1,0,0
972,Kansas,1975,7,16,0,14,6,1978,20,9,7,0,1,0,0,0,1,0,0
973,Kansas,1976,7,16,0,14,6,1978,20,9,7,0,1,0,0,0,1,0,0
974,Kansas,1977,7,16,0,14,6,1978,20,9,7,0,1,0,0,0,1,0,0
975,Kansas,1978,7,16,0,14,6,1979,20,9,7,0,1,0,0,0,1,0,0
976,Kentucky,1914,7,12,0,14,0,1917,21,5,7,1,0,0,0,0,1,0,0
977,Kentucky,1915,7,12,0,14,0,1917,21,5,7,1,0,0,0,0,1,0,0
978,Kentucky,1916,7,12,0,14,0,1917,21,5,7,1,0,0,0,0,1,0,0
979,Kentucky,1917,7,16,0,14,5,1921,21,9,7,0,1,0,0,0,1,0,0
980,Kentucky,1918,7,16,0,14,5,1921,21,9,7,0,1,0,0,0,1,0,0
981,Kentucky,1919,7,16,0,14,5,1921,21,9,7,0,1,0,0,0,1,0,0
982,Kentucky,1920,7,16,0,14,5,1921,21,9,7,0,1,0,0,0,1,0,0
983,Kentucky,1921,7,16,0,14,5,1924,21,9,7,0,1,0,0,0,1,0,0
984,Kentucky,1922,7,16,0,14,5,1924,21,9,7,0,1,0,0,0,1,0,0
985,Kentucky,1923,7,16,0,14,5,1924,21,9,7,0,1,0,0,0,1,0,0
986,Kentucky,1924,7,16,0,14,5,1929,21,9,7,0,1,0,0,0,1,0,0
987,Kentucky,1925,7,16,0,14,5,1929,21,9,7,0,1,0,0,0,1,0,0
988,Kentucky,1926,7,16,0,14,5,1929,21,9,7,0,1,0,0,0,1,0,0
989,Kentucky,1927,7,16,0,14,5,1929,21,9,7,0,1,0,0,0,1,0,0
990,Kentucky,1928,7,16,0,14,5,1929,21,9,7,0,1,0,0,0,1,0,0
991,Kentucky,1929,7,16,0,14,5,1935,21,9,7,0,1,0,0,0,1,0,0
992,Kentucky,1930,7,16,0,14,5,1935,21,9,7,0,1,0,0,0,1,0,0
993,Kentucky,1931,7,16,0,14,5,1935,21,9,7,0,1,0,0,0,1,0,0
994,Kentucky,1932,7,16,0,14,5,1935,21,9,7,0,1,0,0,0,1,0,0
995,Kentucky,1933,7,16,0,14,5,1935,21,9,7,0,1,0,0,0,1,0,0
996,Kentucky,1934,7,16,0,14,5,1935,21,9,7,0,1,0,0,0,1,0,0
997,Kentucky,1935,7,16,12,14,8,1939,21,12,8,0,0,0,1,0,0,1,0
998,Kentucky,1936,7,16,12,14,8,1939,21,12,8,0,0,0,1,0,0,1,0
999,Kentucky,1937,7,16,12,14,8,1939,21,12,8,0,0,0,1,0,0,1,0
1000,Kentucky,1938,7,16,12,14,8,1939,21,12,8,0,0,0,1,0,0,1,0
1001,Kentucky,1939,7,16,12,14,8,1946,21,12,8,0,0,0,1,0,0,1,0
1002,Kentucky,1940,7,16,12,14,8,1946,21,12,8,0,0,0,1,0,0,1,0
1003,Kentucky,1941,7,16,12,14,8,1946,21,12,8,0,0,0,1,0,0,1,0
1004,Kentucky,1942,7,16,12,14,8,1946,21,12,8,0,0,0,1,0,0,1,0
1005,Kentucky,1943,7,16,12,14,8,1946,21,12,8,0,0,0,1,0,0,1,0
1006,Kentucky,1944,7,16,12,14,8,1946,21,12,8,0,0,0,1,0,0,1,0
1007,Kentucky,1945,7,16,12,14,8,1946,21,12,8,0,0,0,1,0,0,1,0
1008,Kentucky,1946,7,16,12,14,8,1950,21,12,8,0,0,0,1,0,0,1,0
1009,Kentucky,1947,7,16,12,14,8,1950,21,12,8,0,0,0,1,0,0,1,0
1010,Kentucky,1948,7,16,12,14,8,1950,21,12,8,0,0,0,1,0,0,1,0
1011,Kentucky,1949,7,16,12,14,8,1950,21,12,8,0,0,0,1,0,0,1,0
1012,Kentucky,1950,7,16,12,16,0,1954,21,12,9,0,0,0,1,0,0,0,1
1013,Kentucky,1951,7,16,12,16,0,1954,21,12,9,0,0,0,1,0,0,0,1
1014,Kentucky,1952,7,16,12,16,0,1954,21,12,9,0,0,0,1,0,0,0,1
1015,Kentucky,1953,7,16,12,16,0,1954,21,12,9,0,0,0,1,0,0,0,1
1016,Kentucky,1954,7,16,12,16,0,1959,21,12,9,0,0,0,1,0,0,0,1
1017,Kentucky,1955,7,16,12,16,0,1959,21,12,9,0,0,0,1,0,0,0,1
1018,Kentucky,1956,7,16,12,16,0,1959,21,12,9,0,0,0,1,0,0,0,1
1019,Kentucky,1957,7,16,12,16,0,1959,21,12,9,0,0,0,1,0,0,0,1
1020,Kentucky,1958,7,16,12,16,0,1959,21,12,9,0,0,0,1,0,0,0,1
1021,Kentucky,1959,7,16,12,16,0,1965,21,12,9,0,0,0,1,0,0,0,1
1022,Kentucky,1960,7,16,12,16,0,1965,21,12,9,0,0,0,1,0,0,0,1
1023,Kentucky,1961,7,16,12,16,0,1965,21,12,9,0,0,0,1,0,0,0,1
1024,Kentucky,1962,7,16,12,16,0,1965,21,12,9,0,0,0,1,0,0,0,1
1025,Kentucky,1963,7,16,12,16,0,1965,21,12,9,0,0,0,1,0,0,0,1
1026,Kentucky,1964,7,16,12,16,0,1965,21,12,9,0,0,0,1,0,0,0,1
1027,Kentucky,1965,7,16,12,16,0,1972,21,12,9,0,0,0,1,0,0,0,1
1028,Kentucky,1966,7,16,12,16,0,1972,21,12,9,0,0,0,1,0,0,0,1
1029,Kentucky,1967,7,16,12,16,0,1972,21,12,9,0,0,0,1,0,0,0,1
1030,Kentucky,1968,7,16,12,16,0,1972,21,12,9,0,0,0,1,0,0,0,1
1031,Kentucky,1969,7,16,12,16,0,1972,21,12,9,0,0,0,1,0,0,0,1
1032,Kentucky,1970,7,16,12,16,0,1972,21,12,9,0,0,0,1,0,0,0,1
1033,Kentucky,1971,7,16,12,16,0,1972,21,12,9,0,0,0,1,0,0,0,1
1034,Kentucky,1972,7,16,12,16,12,1978,21,12,12,0,0,0,1,0,0,0,1
1035,Kentucky,1973,7,16,12,16,12,1978,21,12,12,0,0,0,1,0,0,0,1
1036,Kentucky,1974,7,16,12,16,12,1978,21,12,12,0,0,0,1,0,0,0,1
1037,Kentucky,1975,7,16,12,16,12,1978,21,12,12,0,0,0,1,0,0,0,1
1038,Kentucky,1976,7,16,12,16,12,1978,21,12,12,0,0,0,1,0,0,0,1
1039,Kentucky,1977,7,16,12,16,12,1978,21,12,12,0,0,0,1,0,0,0,1
1040,Kentucky,1978,7,16,12,16,12,1979,21,12,12,0,0,0,1,0,0,0,1
1041,Louisian,1914,7,14,0,0,0,1917,22,7,0,1,0,0,0,1,0,0,0
1042,Louisian,1915,7,14,0,0,0,1917,22,7,0,1,0,0,0,1,0,0,0
1043,Louisian,1916,7,14,0,0,0,1917,22,7,0,1,0,0,0,1,0,0,0
1044,Louisian,1917,7,14,6,7,0,1921,22,7,0,1,0,0,0,1,0,0,0
1045,Louisian,1918,7,14,6,7,0,1921,22,7,0,1,0,0,0,1,0,0,0
1046,Louisian,1919,7,14,6,7,0,1921,22,7,0,1,0,0,0,1,0,0,0
1047,Louisian,1920,7,14,6,7,0,1921,22,7,0,1,0,0,0,1,0,0,0
1048,Louisian,1921,7,14,6,14,0,1924,22,7,7,1,0,0,0,0,1,0,0
1049,Louisian,1922,7,14,6,14,0,1924,22,7,7,1,0,0,0,0,1,0,0
1050,Louisian,1923,7,14,6,14,0,1924,22,7,7,1,0,0,0,0,1,0,0
1051,Louisian,1924,7,14,6,14,0,1929,22,7,7,1,0,0,0,0,1,0,0
1052,Louisian,1925,7,14,6,14,0,1929,22,7,7,1,0,0,0,0,1,0,0
1053,Louisian,1926,7,14,6,14,0,1929,22,7,7,1,0,0,0,0,1,0,0
1054,Louisian,1927,7,14,6,14,0,1929,22,7,7,1,0,0,0,0,1,0,0
1055,Louisian,1928,7,14,6,14,0,1929,22,7,7,1,0,0,0,0,1,0,0
1056,Louisian,1929,7,14,6,14,0,1935,22,7,7,1,0,0,0,0,1,0,0
1057,Louisian,1930,7,14,6,14,0,1935,22,7,7,1,0,0,0,0,1,0,0
1058,Louisian,1931,7,14,6,14,0,1935,22,7,7,1,0,0,0,0,1,0,0
1059,Louisian,1932,7,14,6,14,0,1935,22,7,7,1,0,0,0,0,1,0,0
1060,Louisian,1933,7,14,6,14,0,1935,22,7,7,1,0,0,0,0,1,0,0
1061,Louisian,1934,7,14,6,14,0,1935,22,7,7,1,0,0,0,0,1,0,0
1062,Louisian,1935,7,14,6,14,6,1939,22,7,7,1,0,0,0,0,1,0,0
1063,Louisian,1936,7,14,6,14,6,1939,22,7,7,1,0,0,0,0,1,0,0
1064,Louisian,1937,7,14,6,14,6,1939,22,7,7,1,0,0,0,0,1,0,0
1065,Louisian,1938,7,14,6,14,6,1939,22,7,7,1,0,0,0,0,1,0,0
1066,Louisian,1939,7,14,6,14,6,1946,22,7,7,1,0,0,0,0,1,0,0
1067,Louisian,1940,7,14,6,14,6,1946,22,7,7,1,0,0,0,0,1,0,0
1068,Louisian,1941,7,14,6,14,6,1946,22,7,7,1,0,0,0,0,1,0,0
1069,Louisian,1942,7,14,6,14,6,1946,22,7,7,1,0,0,0,0,1,0,0
1070,Louisian,1943,7,14,6,14,6,1946,22,7,7,1,0,0,0,0,1,0,0
1071,Louisian,1944,7,14,6,14,6,1946,22,7,7,1,0,0,0,0,1,0,0
1072,Louisian,1945,7,14,6,14,6,1946,22,7,7,1,0,0,0,0,1,0,0
1073,Louisian,1946,7,16,0,16,0,1950,22,9,9,0,1,0,0,0,0,0,1
1074,Louisian,1947,7,16,0,16,0,1950,22,9,9,0,1,0,0,0,0,0,1
1075,Louisian,1948,7,16,0,16,0,1950,22,9,9,0,1,0,0,0,0,0,1
1076,Louisian,1949,7,16,0,16,0,1950,22,9,9,0,1,0,0,0,0,0,1
1077,Louisian,1950,7,16,0,16,0,1954,22,9,9,0,1,0,0,0,0,0,1
1078,Louisian,1951,7,16,0,16,0,1954,22,9,9,0,1,0,0,0,0,0,1
1079,Louisian,1952,7,16,0,16,0,1954,22,9,9,0,1,0,0,0,0,0,1
1080,Louisian,1953,7,16,0,16,0,1954,22,9,9,0,1,0,0,0,0,0,1
1081,Louisian,1954,7,16,0,16,8,1959,22,9,9,0,1,0,0,0,0,0,1
1082,Louisian,1955,7,16,0,16,8,1959,22,9,9,0,1,0,0,0,0,0,1
1083,Louisian,1956,7,16,0,16,8,1959,22,9,9,0,1,0,0,0,0,0,1
1084,Louisian,1957,7,16,0,16,8,1959,22,9,9,0,1,0,0,0,0,0,1
1085,Louisian,1958,7,16,0,16,8,1959,22,9,9,0,1,0,0,0,0,0,1
1086,Louisian,1959,7,16,0,16,0,1965,22,9,9,0,1,0,0,0,0,0,1
1087,Louisian,1960,7,16,0,16,0,1965,22,9,9,0,1,0,0,0,0,0,1
1088,Louisian,1961,7,16,0,16,0,1965,22,9,9,0,1,0,0,0,0,0,1
1089,Louisian,1962,7,16,0,16,0,1965,22,9,9,0,1,0,0,0,0,0,1
1090,Louisian,1963,7,16,0,16,0,1965,22,9,9,0,1,0,0,0,0,0,1
1091,Louisian,1964,7,16,0,16,0,1965,22,9,9,0,1,0,0,0,0,0,1
1092,Louisian,1965,7,16,0,16,0,1972,22,9,9,0,1,0,0,0,0,0,1
1093,Louisian,1966,7,16,0,16,0,1972,22,9,9,0,1,0,0,0,0,0,1
1094,Louisian,1967,7,16,0,16,0,1972,22,9,9,0,1,0,0,0,0,0,1
1095,Louisian,1968,7,16,0,16,0,1972,22,9,9,0,1,0,0,0,0,0,1
1096,Louisian,1969,7,16,0,16,0,1972,22,9,9,0,1,0,0,0,0,0,1
1097,Louisian,1970,7,16,0,16,0,1972,22,9,9,0,1,0,0,0,0,0,1
1098,Louisian,1971,7,16,0,16,0,1972,22,9,9,0,1,0,0,0,0,0,1
1099,Louisian,1972,7,16,0,16,0,1978,22,9,9,0,1,0,0,0,0,0,1
1100,Louisian,1973,7,16,0,16,0,1978,22,9,9,0,1,0,0,0,0,0,1
1101,Louisian,1974,7,16,0,16,0,1978,22,9,9,0,1,0,0,0,0,0,1
1102,Louisian,1975,7,16,0,16,0,1978,22,9,9,0,1,0,0,0,0,0,1
1103,Louisian,1976,7,16,0,16,0,1978,22,9,9,0,1,0,0,0,0,0,1
1104,Louisian,1977,7,16,0,16,0,1978,22,9,9,0,1,0,0,0,0,0,1
1105,Louisian,1978,7,15,0,16,0,1979,22,8,9,1,0,0,0,0,0,0,1
1106,Maine,1914,7,15,0,14,0,1917,23,8,7,1,0,0,0,0,1,0,0
1107,Maine,1915,7,15,0,14,0,1917,23,8,7,1,0,0,0,0,1,0,0
1108,Maine,1916,7,15,0,14,0,1917,23,8,7,1,0,0,0,0,1,0,0
1109,Maine,1917,7,15,0,14,5,1921,23,8,7,1,0,0,0,0,1,0,0
1110,Maine,1918,7,15,0,14,5,1921,23,8,7,1,0,0,0,0,1,0,0
1111,Maine,1919,7,15,0,14,5,1921,23,8,7,1,0,0,0,0,1,0,0
1112,Maine,1920,7,15,0,14,5,1921,23,8,7,1,0,0,0,0,1,0,0
1113,Maine,1921,7,17,0,15,6,1924,23,10,8,0,0,1,0,0,0,1,0
1114,Maine,1922,7,17,0,15,6,1924,23,10,8,0,0,1,0,0,0,1,0
1115,Maine,1923,7,17,0,15,6,1924,23,10,8,0,0,1,0,0,0,1,0
1116,Maine,1924,7,17,6,15,6,1929,23,10,8,0,0,1,0,0,0,1,0
